gene,non_unique_gene_name,annotation,from
yabJ_3~~~yabJ_4,yabJ_3;yabJ_4,2-iminobutanoate/2-iminopropanoate deaminase,yabJ
mdtA_2~~~mdtA_1,mdtA_2;mdtA_1,Multidrug resistance protein MdtA,mdtA
dapE_2~~~dapE_1,dapE_2;dapE_1,Succinyl-diaminopimelate desuccinylase,dapE
ros_2~~~ros_1~~~ros_3,ros_2;ros_1;ros_3,Transcriptional regulatory protein ros,ros
pepT_1~~~pepT~~~pepT_3~~~pepT_2,pepT_1;pepT;pepT_3;pepT_2,Peptidase T,pepT
recD2_2~~~recD2_3~~~recD2_1,;recD2_2;recD2_3;recD2_1,hypothetical protein;ATP-dependent RecD-like DNA helicase,recD2
ligD_6~~~ligD_5~~~ligD_2~~~ligD_4~~~ligD_1~~~ligD_3,ligD_6;ligD_5;ligD_2;ligD_4;ligD_1;ligD_3,Multifunctional non-homologous end joining protein LigD,ligD
groS1_5~~~groS1_1,groS1_5;groS1_1,10 kDa chaperonin 1,groS1
cysQ_4~~~cysQ_3,cysQ_4;cysQ_3;,3'(2')5'-bisphosphate nucleotidase CysQ;hypothetical protein,cysQ
ros_2~~~ros_4~~~ros_5~~~ros_3,ros_2;ros_4;ros_5;ros_3,Transcriptional regulatory protein ros,ros
fixT~~~fixT_2,fixT;fixT_2,Transcriptional regulator protein FixT,fixT
napC_2~~~napC_3~~~napC_1,napC_2;napC_3;napC_1,Cytochrome c-type protein NapC,napC
dmlR_11~~~dmlR_14~~~dmlR_13,dmlR_11;dmlR_14;dmlR_13,HTH-type transcriptional regulator DmlR,dmlR
comR_2~~~comR_3,comR_2;;comR_3,HTH-type transcriptional repressor ComR;hypothetical protein,comR
acpP_5~~~acpP_1,acpP_5;acpP_1,Acyl carrier protein,acpP
imuB_2~~~imuB_1,imuB_2;imuB_1,Protein ImuB,imuB
perR_2~~~perR_1,perR_2;perR_1,HTH-type transcriptional regulator PerR,perR
nhaA_1~~~nhaA_3~~~nhaA_2~~~nhaA,nhaA_1;nhaA_3;nhaA_2;nhaA,Na(+)/H(+) antiporter NhaA,nhaA
pel_1~~~pel_2,pel_1;pel_2;,Pectate lyase;hypothetical protein,pel
yajO_2~~~yajO_5,;yajO_2;yajO_5,hypothetical protein;1-deoxyxylulose-5-phosphate synthase YajO,yajO
dppA_7~~~dppA_8,;dppA_7;dppA_8,hypothetical protein;Periplasmic dipeptide transport protein,dppA
sfnC_1~~~sfnC_2,;sfnC_1;sfnC_2,hypothetical protein;putative FMNH2-dependent monooxygenase SfnC,sfnC
iorB_1~~~iorB_2,iorB_1;iorB_2,Isoquinoline 1-oxidoreductase subunit beta,iorB
ku_7~~~ku_4,ku_7;ku_4,Non-homologous end joining protein Ku,ku
cysA_1~~~cysA_2,cysA_1;cysA_2,Sulfate/thiosulfate import ATP-binding protein CysA,cysA
kamA_1~~~kamA_2,kamA_1;kamA_2;,L-lysine 23-aminomutase;hypothetical protein,kamA
entS_3~~~entS_1~~~entS_2,;entS_3;entS_1;entS_2,hypothetical protein;Enterobactin exporter EntS,entS
traR~~~traR_2,traR;traR_2,Transcriptional activator protein TraR,traR
malT_2~~~malT_1,malT_2;malT_1,HTH-type transcriptional regulator MalT,malT
pepT_2~~~pepT_1,pepT_2;pepT_1,Peptidase T,pepT
gabR_2~~~gabR_3~~~gabR_1,gabR_2;gabR_3;gabR_1,HTH-type transcriptional regulatory protein GabR,gabR
corA_3~~~corA_1,corA_3;;corA_1,Cobalt/magnesium transport protein CorA;hypothetical protein,corA
adhT_2~~~adhT_3~~~adhT_1,adhT_2;adhT_3;adhT_1,Alcohol dehydrogenase,adhT
mshA_10~~~mshA_8,mshA_10;;mshA_8,D-inositol-3-phosphate glycosyltransferase;hypothetical protein,mshA
maiA_1~~~maiA_2,;maiA_1;maiA_2,hypothetical protein;Maleate isomerase,maiA
dppB_1~~~dppB_2,dppB_1;dppB_2,Dipeptide transport system permease protein DppB,dppB
thiG_2~~~thiG_1,thiG_2;thiG_1,Thiazole synthase,thiG
ubiD_1~~~ubiD_2,ubiD_1;ubiD_2,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,ubiD
algC_2~~~algC_1~~~algC,algC_2;algC_1;algC,Phosphomannomutase/phosphoglucomutase,algC
mshA_11~~~mshA_7,mshA_11;mshA_7,D-inositol-3-phosphate glycosyltransferase,mshA
puuB_5~~~puuB_1,puuB_5;puuB_1,Gamma-glutamylputrescine oxidoreductase,puuB
acpP_5~~~acpP_2~~~acpP_1,acpP_5;acpP_2;acpP_1,Acyl carrier protein AcpP;Acyl carrier protein,acpP
oppD_7~~~oppD_6,oppD_7;oppD_6,Oligopeptide transport ATP-binding protein OppD,oppD
oppF_3~~~oppF_4~~~oppF_2,oppF_3;;oppF_4;oppF_2,Oligopeptide transport ATP-binding protein OppF;putative ABC transporter ATP-binding protein,oppF
ntaA_2~~~ntaA_1,ntaA_2;;ntaA_1,Nitrilotriacetate monooxygenase component A;hypothetical protein,ntaA
soxB_4~~~soxB_5,soxB_4;soxB_5,2'-hydroxybiphenyl-2-sulfinate desulfinase,soxB
soxB_5~~~soxB_4,soxB_5;soxB_4,2'-hydroxybiphenyl-2-sulfinate desulfinase,soxB
hmp_5~~~hmp_1~~~hmp_3,;hmp_5;hmp_1;hmp_3,Carnitine monooxygenase reductase subunit;3-ketosteroid-9-alpha-monooxygenase ferredoxin reductase component;hypothetical protein,hmp
btuD_3~~~btuD_6,btuD_3;;btuD_6,Vitamin B12 import ATP-binding protein BtuD;hypothetical protein,btuD
betA_3~~~betA_2~~~betA_1,betA_3;betA_2;betA_1,Oxygen-dependent choline dehydrogenase,betA
livF_3~~~livF_4~~~livF_1,livF_3;livF_4;livF_1,High-affinity branched-chain amino acid transport ATP-binding protein LivF,livF
aroE_4~~~aroE_1,aroE_4;aroE_1,Shikimate dehydrogenase (NADP(+)),aroE
mltF_1~~~mltF_2,mltF_1;;mltF_2,Membrane-bound lytic murein transglycosylase F;hypothetical protein,mltF
trxB_3~~~trxB_1,trxB_3;trxB_1;,Thioredoxin reductase;Ferredoxin--NADP reductase,trxB
kup_2~~~kup_3~~~kup_5,kup_2;kup_3;kup_5,Low affinity potassium transport system protein kup,kup
kup_2~~~kup_1,kup_2;kup_1,Low affinity potassium transport system protein kup,kup
dat_2~~~dat_3~~~dat_1,;dat_2;dat_3;dat_1,hypothetical protein;Diaminobutyrate--2-oxoglutarate aminotransferase,dat
iutA_1~~~iutA~~~iutA_2,iutA_1;iutA;iutA_2,Ferric aerobactin receptor,iutA
malK_11~~~malK_1,malK_11;malK_1,Maltose/maltodextrin import ATP-binding protein MalK,malK
hdfR_9~~~hdfR_7~~~hdfR_2,hdfR_9;hdfR_7;hdfR_2,HTH-type transcriptional regulator HdfR,hdfR
oppD_7~~~oppD_8,oppD_7;;oppD_8,Oligopeptide transport ATP-binding protein OppD;putative ABC transporter ATP-binding protein,oppD
dapA_1~~~dapA_6,dapA_1;dapA_6,4-hydroxy-tetrahydrodipicolinate synthase,dapA
yqaA_1~~~yqaA_2,yqaA_1;yqaA_2,Inner membrane protein YqaA,yqaA
ftsH_1~~~ftsH_2,;ftsH_1;ftsH_2,hypothetical protein;ATP-dependent zinc metalloprotease FtsH,ftsH
traC~~~traC_1,traC;traC_1,DNA primase TraC,traC
bepA_1~~~bepA_6,bepA_1;bepA_6,Protein adenylyltransferase,bepA
rutR_1~~~rutR_2,rutR_1;rutR_2,HTH-type transcriptional regulator RutR,rutR
pgrR_12~~~pgrR_13~~~pgrR_11~~~pgrR_5,pgrR_12;pgrR_13;pgrR_11;pgrR_5,HTH-type transcriptional regulator PgrR,pgrR
hmp_1~~~hmp_4,hmp_1;;hmp_4,3-ketosteroid-9-alpha-monooxygenase ferredoxin reductase component;hypothetical protein,hmp
cah_2~~~cah_1,cah_2;cah_1,Carbonic anhydrase,cah
hisC_5~~~hisC_1,hisC_5;hisC_1,Histidinol-phosphate aminotransferase,hisC
iolS_2~~~iolS_1,iolS_2;;iolS_1,Aldo-keto reductase IolS;hypothetical protein,iolS
nagR_2~~~nagR_3,;nagR_2;nagR_3,hypothetical protein;HTH-type transcriptional repressor NagR,nagR
coxM~~~coxM_2,coxM;coxM_2,Carbon monoxide dehydrogenase medium chain,coxM
virB9_3~~~virB9_2,virB9_3;virB9_2,Type IV secretion system protein virB9,virB9
virB8_4~~~virB8_2,virB8_4;virB8_2,Type IV secretion system protein virB8,virB8
virB4_3~~~virB4_2,;virB4_3;virB4_2,hypothetical protein;Type IV secretion system protein virB4,virB4
mltF_2~~~mltF_3,mltF_2;mltF_3;,Membrane-bound lytic murein transglycosylase F;hypothetical protein,mltF
spuC_5~~~spuC_2~~~spuC_4,spuC_5;spuC_2;spuC_4,Putrescine--pyruvate aminotransferase,spuC
trxB_1~~~trxB_2,trxB_1;;trxB_2,Thioredoxin reductase;hypothetical protein,trxB
oppD_6~~~oppD_3,oppD_6;;oppD_3,Oligopeptide transport ATP-binding protein OppD;hypothetical protein,oppD
ald_1~~~ald_2,ald_1;ald_2,3-succinoylsemialdehyde-pyridine dehydrogenase,ald
xerC_12~~~xerC_4,xerC_12;xerC_4,Tyrosine recombinase XerC,xerC
xerC_2~~~xerC_8,xerC_2;xerC_8,Tyrosine recombinase XerC,xerC
lldD_2~~~lldD_3,lldD_2;lldD_3,L-lactate dehydrogenase,lldD
msrP_2~~~msrP_1,msrP_2;msrP_1,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,msrP
acpP_3~~~acpP_4,acpP_3;acpP_4,Acyl carrier protein AcpP;Acyl carrier protein,acpP
kdsD_2~~~kdsD_1,kdsD_2;kdsD_1,Arabinose 5-phosphate isomerase KdsD,kdsD
silP_2~~~silP,silP_2;silP,Silver exporting P-type ATPase,silP
mmcO_1~~~mmcO_2,mmcO_1;mmcO_2,Multicopper oxidase MmcO,mmcO
arcA_1~~~arcA_2~~~arcA_3,arcA_1;arcA_2;arcA_3,Arginine deiminase,arcA
alsT_2~~~alsT_3,;alsT_2;alsT_3,hypothetical protein;Amino-acid carrier protein AlsT,alsT
bepG_1~~~bepG_2,bepG_1;bepG_2;,Efflux pump membrane transporter BepG;hypothetical protein,bepG
carA_3~~~carA_1,;carA_3;carA_1,hypothetical protein;Caffeate CoA-transferase,carA
paoC_2~~~paoC_3~~~paoC_4,paoC_2;paoC_3;paoC_4,Aldehyde oxidoreductase molybdenum-binding subunit PaoC,paoC
actP_2~~~actP_3,actP_2;actP_3,Copper-transporting P-type ATPase,actP
kup_4~~~kup_7,kup_4;kup_7,Low affinity potassium transport system protein kup,kup
ttuD_2~~~ttuD_1,ttuD_2;ttuD_1,Putative hydroxypyruvate reductase,ttuD
nicS_1~~~nicS_2,nicS_1;nicS_2,HTH-type transcriptional repressor NicS,nicS
hyuA_1~~~hyuA_3,hyuA_1;hyuA_3,Hydantoin racemase,hyuA
hmrR_1~~~hmrR_2,hmrR_1;hmrR_2,HTH-type transcriptional regulator HmrR,hmrR
ku_1~~~ku_2,ku_1;ku_2,Non-homologous end joining protein Ku,ku
xerC_3~~~xerC_2,xerC_3;xerC_2,Tyrosine recombinase XerC,xerC
ydiK_2~~~ydiK_3~~~ydiK_1,;ydiK_2;ydiK_3;ydiK_1,hypothetical protein;Putative transport protein YdiK,ydiK
noc_3~~~noc_1,noc_3;noc_1,Nucleoid occlusion protein,noc
xsc_1~~~xsc_2~~~xsc,;xsc_1;xsc_2;xsc,hypothetical protein;Sulfoacetaldehyde acetyltransferase,xsc
glnQ_4~~~glnQ_5,glnQ_4;glnQ_5,Glutamine transport ATP-binding protein GlnQ,glnQ
yecS_1~~~yecS_5,yecS_1;yecS_5,L-cystine transport system permease protein YecS,yecS
asD_1~~~asD_2~~~asD,asD_1;asD_2;asD,Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase,asD
ligD_5~~~ligD_7~~~ligD_2,ligD_5;;ligD_7;ligD_2,Multifunctional non-homologous end joining protein LigD;hypothetical protein,ligD
hutH_3~~~hutH_2,hutH_3;hutH_2,Histidine ammonia-lyase,hutH
gcvA_3~~~gcvA_11~~~gcvA_9,gcvA_3;gcvA_11;gcvA_9,Glycine cleavage system transcriptional activator,gcvA
iolG_8~~~iolG_9~~~iolG_13~~~iolG_10,iolG_8;iolG_9;iolG_13;iolG_10,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,iolG
rhaR_2~~~rhaR_7,rhaR_2;rhaR_7,HTH-type transcriptional activator RhaR,rhaR
hbpA_4~~~hbpA_2,hbpA_4;hbpA_2,Heme-binding protein A,hbpA
xylH_1~~~xylH_3,xylH_1;xylH_3,Xylose transport system permease protein XylH,xylH
groS1_2~~~groS1_4,groS1_2;groS1_4,10 kDa chaperonin 1,groS1
bepF_2~~~bepF_4,bepF_2;bepF_4,Efflux pump periplasmic linker BepF,bepF
lsrC_2~~~lsrC_3,lsrC_2;lsrC_3,Autoinducer 2 import system permease protein LsrC,lsrC
frcA_5~~~frcA_6,frcA_5;frcA_6,Fructose import ATP-binding protein FrcA,frcA
gbsA_2~~~gbsA_3,gbsA_2;gbsA_3,Betaine aldehyde dehydrogenase,gbsA
recD2_3~~~recD2_4,recD2_3;recD2_4,ATP-dependent RecD-like DNA helicase,recD2
COQ3_3~~~COQ3_2,COQ3_3;COQ3_2,Ubiquinone biosynthesis O-methyltransferase mitochondrial,COQ3
arcA_1~~~arcA_2,arcA_1;arcA_2,Arginine deiminase,arcA
fdhL_1~~~fdhL~~~fdhL_2,fdhL_1;fdhL;fdhL_2,Fructose dehydrogenase large subunit,fdhL
nusG_1~~~nusG_3,;nusG_1;nusG_3,hypothetical protein;Transcription termination/antitermination protein NusG,nusG
basR_2~~~basR_1,basR_2;basR_1,Transcriptional regulatory protein BasR,basR
iolG_9~~~iolG_6,iolG_9;iolG_6,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,iolG
qorA_3~~~qorA_1~~~qorA_2,qorA_3;qorA_1;qorA_2,Quinone oxidoreductase 1,qorA
ctpF~~~ctpF_2~~~ctpF_1,ctpF;ctpF_2;ctpF_1,putative cation-transporting ATPase F,ctpF
pgrR_8~~~pgrR_14,pgrR_8;pgrR_14,HTH-type transcriptional regulator PgrR,pgrR
traC_2~~~traC_3,traC_2;traC_3,DNA primase TraC,traC
mgtE_1~~~mgtE_2,mgtE_1;mgtE_2;,Magnesium transporter MgtE;hypothetical protein,mgtE
rhaS_1~~~rhaS_9,rhaS_1;;rhaS_9,HTH-type transcriptional activator RhaS;hypothetical protein,rhaS
silP~~~silP_1,silP;silP_1,Silver exporting P-type ATPase,silP
kdpB_1~~~kdpB_2,kdpB_1;kdpB_2,Potassium-transporting ATPase ATP-binding subunit,kdpB
pcaJ_1~~~pcaJ_2~~~pcaJ,pcaJ_1;pcaJ_2;pcaJ,3-oxoadipate CoA-transferase subunit B,pcaJ
fixK_2~~~fixK_4,fixK_2;fixK_4,Nitrogen fixation regulation protein FixK,fixK
potB_2~~~potB_5,potB_2;potB_5;,Spermidine/putrescine transport system permease protein PotB;hypothetical protein,potB
golD_1~~~golD_4,golD_1;golD_4,NAD-dependent glycerol dehydrogenase,golD
pgrR_12~~~pgrR_13,pgrR_12;pgrR_13,HTH-type transcriptional regulator PgrR,pgrR
pta_1~~~pta,pta_1;pta,Phosphate acetyltransferase,pta
rutC_2~~~rutC_1,rutC_2;rutC_1,Putative aminoacrylate peracid reductase RutC,rutC
yurK_1~~~yurK_2,yurK_1;yurK_2,putative HTH-type transcriptional regulator YurK,yurK
btuD_13~~~btuD_11,btuD_13;btuD_11,Vitamin B12 import ATP-binding protein BtuD,btuD
bsdB_2~~~bsdB,bsdB_2;bsdB,putative UbiX-like flavin prenyltransferase,bsdB
frlB_1~~~frlB_2,frlB_1;frlB_2,Fructosamine deglycase FrlB,frlB
fixJ_1~~~fixJ_2,fixJ_1;fixJ_2,Transcriptional regulatory protein FixJ,fixJ
xerC_3~~~xerC_1,xerC_3;xerC_1,Tyrosine recombinase XerC,xerC
cpo_3~~~cpo_6~~~cpo_5,cpo_3;cpo_6;cpo_5,Non-heme chloroperoxidase,cpo
tdiR_2~~~tdiR_1,tdiR_2;tdiR_1,Transcriptional regulatory protein TdiR,tdiR
gsiD_6~~~gsiD_10~~~gsiD_5,gsiD_6;gsiD_10;gsiD_5,Glutathione transport system permease protein GsiD,gsiD
ndvB_3~~~ndvB_4~~~ndvB_1~~~ndvB_2,ndvB_3;ndvB_4;ndvB_1;ndvB_2,Cyclic beta-(12)-glucan synthase NdvB,ndvB
gsiC_6~~~gsiC_16,gsiC_6;gsiC_16,Glutathione transport system permease protein GsiC,gsiC
fitB_2~~~fitB_3,fitB_2;fitB_3,Toxin FitB,fitB
oxyR_4~~~oxyR_1,oxyR_4;;oxyR_1,Hydrogen peroxide-inducible genes activator;hypothetical protein,oxyR
tdh_7~~~tdh_2,tdh_7;tdh_2,L-threonine 3-dehydrogenase,tdh
ligD_1~~~ligD_4,ligD_1;ligD_4,Multifunctional non-homologous end joining protein LigD,ligD
lexA_2~~~lexA_5,lexA_2;lexA_5,LexA repressor,lexA
ligD_2~~~ligD_6,ligD_2;ligD_6,Multifunctional non-homologous end joining protein LigD,ligD
yqjF_3~~~yqjF_2,yqjF_3;yqjF_2,Inner membrane protein YqjF,yqjF
hemL~~~hemL_2,;hemL;hemL_2,hypothetical protein;Glutamate-1-semialdehyde 21-aminomutase,hemL
yahB_2~~~yahB_1,;yahB_2;yahB_1,hypothetical protein;putative HTH-type transcriptional regulator YahB,yahB
mglB_1~~~mglB,;mglB_1;mglB,hypothetical protein;D-galactose-binding periplasmic protein,mglB
cah_3~~~cah_1,cah_3;cah_1,Carbonic anhydrase,cah
rhaR_10~~~rhaR_3,rhaR_10;rhaR_3,HTH-type transcriptional activator RhaR,rhaR
panB_3~~~panB_2,panB_3;panB_2,3-methyl-2-oxobutanoate hydroxymethyltransferase,panB
yahB_2~~~yahB,yahB_2;yahB,putative HTH-type transcriptional regulator YahB,yahB
nodD2_4~~~nodD2_5,nodD2_4;nodD2_5,Nodulation protein D 2,nodD2
glpR_2~~~glpR_3,glpR_2;glpR_3,Glycerol-3-phosphate regulon repressor,glpR
cysD_3~~~cysD_4,cysD_3;cysD_4,Sulfate adenylyltransferase subunit 2,cysD
dnaE2_2~~~dnaE2_1,dnaE2_2;dnaE2_1,Error-prone DNA polymerase,dnaE2
lcfB_3~~~lcfB_1,lcfB_3;lcfB_1,Long-chain-fatty-acid--CoA ligase,lcfB
rfbD_2~~~rfbD_1,rfbD_2;rfbD_1,dTDP-4-dehydrorhamnose reductase,rfbD
acpP_5~~~acpP_4,acpP_5;acpP_4,Acyl carrier protein,acpP
mshA_19~~~mshA_6,mshA_19;mshA_6,D-inositol-3-phosphate glycosyltransferase,mshA
iolG_18~~~iolG_10,iolG_18;iolG_10,Myo-inositol 2-dehydrogenase,iolG
rmlA_2~~~rmlA_1,rmlA_2;rmlA_1,Glucose-1-phosphate thymidylyltransferase,rmlA
prsD_4~~~prsD_5~~~prsD_2,prsD_4;prsD_5;prsD_2,Type I secretion system ATP-binding protein PrsD,prsD
recD2_1~~~recD2_6,recD2_1;;recD2_6,ATP-dependent RecD-like DNA helicase;hypothetical protein,recD2
resA_1~~~resA_2,resA_1;resA_2,Thiol-disulfide oxidoreductase ResA,resA
kup_6~~~kup_3,kup_6;kup_3;,Low affinity potassium transport system protein kup;hypothetical protein,kup
prsE_5~~~prsE_3,prsE_5;prsE_3,Type I secretion system membrane fusion protein PrsE,prsE
deoR_3~~~deoR_1,deoR_3;deoR_1,Deoxyribonucleoside regulator,deoR
recF_3~~~recF_2,recF_3;;recF_2,DNA replication and repair protein RecF;hypothetical protein,recF
rhaR_9~~~rhaR_4,rhaR_9;rhaR_4,HTH-type transcriptional activator RhaR,rhaR
sugB_1~~~sugB_6,sugB_1;sugB_6,Trehalose transport system permease protein SugB,sugB
nusG_2~~~nusG_1,nusG_2;nusG_1,Transcription termination/antitermination protein NusG,nusG
kup_1~~~kup_8,kup_1;kup_8,Low affinity potassium transport system protein kup,kup
gltB_1~~~gltB_2,gltB_1;gltB_2,Ferredoxin-dependent glutamate synthase 1,gltB
rbsC_19~~~rbsC_20,rbsC_19;rbsC_20,Ribose import permease protein RbsC,rbsC
oppD_1~~~oppD_10,oppD_1;oppD_10,Oligopeptide transport ATP-binding protein OppD,oppD
hmrR_2~~~hmrR_1,hmrR_2;hmrR_1,HTH-type transcriptional regulator HmrR,hmrR
xerC_6~~~xerC_4,xerC_6;xerC_4,Tyrosine recombinase XerC,xerC
xerC_7~~~xerC_4,;xerC_7;xerC_4,hypothetical protein;Tyrosine recombinase XerC,xerC
entS_4~~~entS_2,entS_4;entS_2,Enterobactin exporter EntS,entS
rhaR_4~~~rhaR_9,rhaR_4;rhaR_9,HTH-type transcriptional activator RhaR,rhaR
gsiC_1~~~gsiC_7,gsiC_1;gsiC_7,Glutathione transport system permease protein GsiC,gsiC
xerC_2~~~xerC_5,xerC_2;xerC_5,Tyrosine recombinase XerC,xerC
glnQ_3~~~artM_1~~~tcyB_2~~~yecS_6~~~btuD_15~~~yecS_5,glnQ_3;artM_1;tcyB_2;yecS_6;btuD_15;;yecS_5,Glutamine transport ATP-binding protein GlnQ;Arginine transport ATP-binding protein ArtM;L-cystine transport system permease protein TcyB;L-cystine transport system permease protein YecS;Vitamin B12 import ATP-binding protein BtuD;hypothetical protein,yecS
mtgA_1~~~mtgA_4~~~yfhM,mtgA_1;;mtgA_4;yfhM,Biosynthetic peptidoglycan transglycosylase;hypothetical protein;Alpha-2-macroglobulin,mtgA
mamZ~~~msrP_3~~~msrP_2,mamZ;msrP_3;msrP_2,Magnetosome protein MamZ;Protein-methionine-sulfoxide reductase catalytic subunit MsrP,msrP
btuD_16~~~bioM_2~~~ybiT~~~expZ~~~yheS_3~~~yheS_2,btuD_16;bioM_2;ybiT;;expZ;yheS_3;yheS_2,Vitamin B12 import ATP-binding protein BtuD;Biotin transport ATP-binding protein BioM;putative ABC transporter ATP-binding protein YbiT;putative ABC transporter ATP-binding protein;Nucleotide-binding protein ExpZ;putative ABC transporter ATP-binding protein YheS;hypothetical protein,yheS
glnQ_4~~~btuD_1~~~glnQ_6~~~glnQ_5,glnQ_4;btuD_1;glnQ_6;glnQ_5,Glutamine transport ATP-binding protein GlnQ;Vitamin B12 import ATP-binding protein BtuD,glnQ
copA_1~~~copA_2~~~ctpV,;copA_1;copA_2;ctpV,hypothetical protein;putative copper-importing P-type ATPase A;putative copper-exporting P-type ATPase V,copA
pgrR_15~~~hdfR_4~~~pgrR_16~~~pgrR_14,pgrR_15;hdfR_4;pgrR_16;pgrR_14,HTH-type transcriptional regulator PgrR;HTH-type transcriptional regulator HdfR,pgrR
napA_1~~~fdoG_2~~~fdoG_3~~~fdoG_1~~~napA_3,napA_1;fdoG_2;fdoG_3;;fdoG_1;napA_3,Periplasmic nitrate reductase;Formate dehydrogenase-O major subunit;hypothetical protein,fdoG
rclA~~~sthA_1~~~rclA_2,rclA;sthA_1;rclA_2,putative pyridine nucleotide-disulfide oxidoreductase RclA;Soluble pyridine nucleotide transhydrogenase,rclA
rgtB~~~rgtA_2~~~rgtA_1,rgtB;rgtA_2;rgtA_1;,Lipopolysaccharide core galacturonosyltransferase RgtB;Lipopolysaccharide core galacturonosyltransferase RgtA;hypothetical protein,rgtA
ugpC_11~~~malK_8~~~lacZ_1~~~lacZ~~~lacZ_2,ugpC_11;malK_8;lacZ_1;lacZ;lacZ_2,sn-glycerol-3-phosphate import ATP-binding protein UgpC;Maltose/maltodextrin import ATP-binding protein MalK;Beta-galactosidase,lacZ
purR_4~~~degA_1~~~purR_3,purR_4;degA_1;purR_3;,HTH-type transcriptional repressor PurR;HTH-type transcriptional regulator DegA;hypothetical protein,purR
ade2~~~rihB~~~rihB_1~~~rihB_2~~~ade_2,ade2;rihB;rihB_1;rihB_2;ade_2,Adenine deaminase 2;Pyrimidine-specific ribonucleoside hydrolase RihB;Adenine deaminase,rihB
thrB_3~~~tpa~~~argD_3~~~argD_4~~~argD_1,thrB_3;tpa;argD_3;argD_4;argD_1,Homoserine kinase;Taurine--pyruvate aminotransferase;Acetylornithine/succinyldiaminopimelate aminotransferase,argD
oppF_3~~~oppD_8~~~gsiA_8~~~gsiA_12~~~oppF_4,;oppF_3;oppD_8;gsiA_8;gsiA_12;oppF_4,hypothetical protein;Oligopeptide transport ATP-binding protein OppF;Oligopeptide transport ATP-binding protein OppD;Glutathione import ATP-binding protein GsiA,gsiA
mglA_5~~~mglA_3~~~araG_3,mglA_5;mglA_3;araG_3,Galactose/methyl galactoside import ATP-binding protein MglA;Arabinose import ATP-binding protein AraG,mglA
rbsA_4~~~rbsA_5~~~btuD_11~~~mglA_9~~~rbsA_9~~~mglA_4,rbsA_4;rbsA_5;btuD_11;mglA_9;rbsA_9;mglA_4,Ribose import ATP-binding protein RbsA;Vitamin B12 import ATP-binding protein BtuD;Galactose/methyl galactoside import ATP-binding protein MglA,rbsA
adeP_1~~~adeQ~~~adeP_2,adeP_1;adeQ;;adeP_2,Adenine permease AdeP;Adenine permease AdeQ;Nucleobase transporter PlAzg1,adeP
stcD_2~~~stcD~~~stcD_1~~~namA,stcD_2;;stcD;stcD_1;namA,putative N-methylproline demethylase;hypothetical protein;NADPH dehydrogenase,stcD
oppF_6~~~btuD_10~~~gsiA_7~~~gsiA_14~~~btuD_4~~~gsiD_8,oppF_6;btuD_10;gsiA_7;gsiA_14;btuD_4;gsiD_8,Oligopeptide transport ATP-binding protein OppF;Vitamin B12 import ATP-binding protein BtuD;Glutathione import ATP-binding protein GsiA;Glutathione transport system permease protein GsiD,btuD
apnL~~~apsD_3~~~iolG_4~~~apsD_2~~~iolG_11,;apnL;apsD_3;iolG_4;apsD_2;iolG_11,hypothetical protein;D-apionate lactonase;D-apiose dehydrogenase;Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,apsD
pks5~~~eryA_2~~~tdh_3~~~tdh_2~~~ppsC_1~~~ppsC,;pks5;eryA_2;tdh_3;tdh_2;ppsC_1;ppsC,hypothetical protein;Mycocerosic acid synthase-like polyketide synthase;6-deoxyerythronolide-B synthase EryA2 modules 3 and 4;L-threonine 3-dehydrogenase;Phthiocerol synthesis polyketide synthase type I PpsC,ppsC
murG_2~~~murG_1~~~murC,murG_2;murG_1;;murC,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase;hypothetical protein;UDP-N-acetylmuramate--L-alanine ligase,murG
sgrR_2~~~sgrR_4~~~dppA_5,;sgrR_2;sgrR_4;dppA_5,hypothetical protein;HTH-type transcriptional regulator SgrR;Periplasmic dipeptide transport protein,sgrR
pacS~~~copA_1~~~kdpB_2~~~copA_3,pacS;;copA_1;kdpB_2;copA_3,putative copper-transporting ATPase PacS;hypothetical protein;putative copper-importing P-type ATPase A;Potassium-transporting ATPase ATP-binding subunit;Copper-exporting P-type ATPase,copA
tcyC~~~pycA_1~~~pycA~~~pycA_2,tcyC;;pycA_1;pycA;pycA_2,L-cystine import ATP-binding protein TcyC;Homocitrate synthase;Pyruvate carboxylase,pycA
rhaR_5~~~rhaS_4~~~rhaR_7~~~rhaR_6,;rhaR_5;rhaS_4;rhaR_7;rhaR_6,hypothetical protein;HTH-type transcriptional activator RhaR;HTH-type transcriptional activator RhaS,rhaR
oxyR_2~~~dmlR_5~~~dmlR_12,oxyR_2;dmlR_5;;dmlR_12,putative hydrogen peroxide-inducible genes activator;HTH-type transcriptional regulator DmlR;hypothetical protein,dmlR
